sexo,edad,pobreza,y1,ytotcorh,ytot,y2_hrs,tot_per,n_ocupados,n_desocupados,v19,pobreza_sinte,asiste2,esc,educ,activ,activ2,ocup_inf,sist_salud,expr
Mujer,14,Pobres no extremos,,320000,,,3,1,0,180000,Pobres no extremos sin transferencia Covid,Asiste,,Básica completa,,,,FONASA,124
Mujer,24,No pobres,,608737,1667,,2,2,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,242
Hombre,31,No pobres,250000,608737,250000,,2,2,0,2e+05,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,242
Mujer,35,No pobres,,462500,,,3,1,1,280000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,242
Hombre,36,No pobres,4e+05,462500,462500,180,3,1,1,280000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,242
Hombre,30,No pobres,,5e+05,5e+05,,1,1,0,450000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),242
Hombre,43,No pobres,,503430,140000,,4,2,0,190000,Pobres no extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),112
Mujer,41,No pobres,,503430,363430,,4,2,0,190000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),112
Hombre,56,Pobres extremos,,290000,290000,,5,2,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,112
Hombre,20,Pobres extremos,,290000,,,5,2,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,112
Mujer,9,Pobres extremos,,290000,,,5,2,0,2e+05,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,112
Mujer,24,Pobres extremos,,290000,,,5,2,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,112
Mujer,43,Pobres extremos,,290000,,,5,2,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,112
Hombre,21,No pobres,380000,550000,380000,180,4,2,0,1e+05,No pobres sin transferencia Covid,No asiste,3,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,273
Mujer,31,No pobres,,550000,170000,,4,2,0,1e+05,No pobres sin transferencia Covid,Asiste,1,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,273
Mujer,5,No pobres,,550000,,,4,2,0,1e+05,No pobres sin transferencia Covid,Asiste,,Sin educación formal,,,,FONASA,273
Mujer,35,No pobres,,362056,362056,,2,0,1,230000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,151
Mujer,41,No pobres,230000,394635,314635,80,2,1,0,250000,No pobres sin transferencia Covid,Asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,151
Mujer,39,Pobres extremos,,31667,31667,,3,0,0,1e+05,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,213
Mujer,11,Pobres extremos,,31667,,,3,0,0,1e+05,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,213
Hombre,25,Pobres extremos,,90238,,,6,0,2,3e+05,Pobres extremos sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Desocupados,Desocupados,,FONASA,232
Hombre,15,Pobres extremos,,405196,,,6,1,0,4e+05,Pobres extremos sin transferencia Covid,Asiste,9,Media humanista incompleta,Inactivos,Inactivos,,FONASA,306
Mujer,37,Pobres extremos,,405196,,,6,1,0,4e+05,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,306
Hombre,37,Pobres extremos,4e+05,405196,4e+05,45,6,1,0,4e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,306
Hombre,1,Pobres extremos,,0,,,4,1,0,390000,Pobres extremos sin transferencia Covid,No asiste,,Sin educación formal,,,,Ninguno (particular),243
Hombre,26,Pobres extremos,,0,,,4,1,0,390000,Pobres extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),243
Hombre,5,Pobres extremos,,0,,,4,1,0,390000,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,Ninguno (particular),243
Mujer,22,Pobres extremos,,0,,,4,1,0,390000,Pobres extremos sin transferencia Covid,No asiste,11,Media técnica profesional incompleta,Inactivos,Inactivos,,Ninguno (particular),243
Hombre,26,No pobres,420000,563155,563155,180,1,1,0,160000,No pobres sin transferencia Covid,No asiste,13,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,284
Mujer,38,No pobres,,631388,381388,,5,1,0,250000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,212
Hombre,19,No pobres,,631388,,,5,1,0,250000,Pobres no extremos sin transferencia Covid,No asiste,13,Técnico nivel superior incompleta,Inactivos,Inactivos,,FONASA,212
Hombre,12,No pobres,,631388,,,5,1,0,250000,Pobres no extremos sin transferencia Covid,No asiste,,Básica incompleta,,,,FONASA,212
Mujer,57,No pobres,450000,1009041,550000,180,2,2,0,125000,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,169
Hombre,21,No pobres,,1009041,,,2,2,0,125000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,169
Mujer,27,No pobres,5e+05,1050000,5e+05,110,3,2,0,80000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,267
Mujer,63,Pobres no extremos,,296916,120000,,3,2,0,108000,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),89
Mujer,28,Pobres no extremos,,296916,176916,,3,2,0,108000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,89
Hombre,65,No pobres,,1095065,141374,,5,2,0,350000,No pobres sin transferencia Covid,No asiste,6,Básica incompleta,Inactivos,Inactivos,,FONASA,166
Mujer,44,No pobres,,1095065,331941,,5,2,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,166
Mujer,34,No pobres,220000,303750,303750,154,2,1,0,7e+05,Pobres no extremos sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,166
Hombre,22,No pobres,5e+05,540000,540000,,1,1,0,,No pobres sin transferencia Covid,No asiste,13,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),334
Hombre,34,No pobres,1e+06,1016667,1e+06,180,2,1,0,5e+05,No pobres sin transferencia Covid,No asiste,18,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,199
Hombre,23,No pobres,440000,472500,452500,180,3,2,0,240000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,281
Mujer,23,No pobres,,472500,20000,,3,2,0,240000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,281
Mujer,22,No pobres,,1005833,,,4,3,0,,No pobres sin transferencia Covid,Asiste,16,Profesional incompleto,Ocupados,"Ocupado, suspendido por LPE",Sí,FONASA,289
Mujer,46,No pobres,1e+05,1005833,1e+05,24,4,3,0,,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,289
Hombre,46,No pobres,6e+05,1005833,605833,182,4,3,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,289
Hombre,16,No pobres,,697500,,,4,1,1,250000,No pobres sin transferencia Covid,Asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,232
Hombre,28,No pobres,,697500,280000,,4,1,1,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,No sabe,232
Hombre,57,No pobres,,697500,417500,,4,1,1,250000,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,232
Mujer,19,No pobres,,697500,,,4,1,1,250000,No pobres sin transferencia Covid,Asiste,13,Profesional incompleto,Inactivos,Inactivos,,FONASA,232
Mujer,52,No pobres,,607251,,,1,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,92
Hombre,67,No pobres,,3269182,,180,5,4,0,1200000,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,Isapre,112
Mujer,40,No pobres,,616666,408333,,2,0,0,6e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Inactivos,Inactivos,,FONASA,125
Hombre,38,No pobres,8e+05,1829167,1029167,120,4,2,0,8e+05,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,144
Mujer,26,No pobres,5e+05,8181833,581833,160,6,3,0,2e+06,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,56
Mujer,48,No pobres,5e+05,3083333,5e+05,160,5,2,0,1500000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,69
Hombre,46,No pobres,,532167,18000,,4,1,1,3e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Desocupados,Desocupados,,FONASA,309
Hombre,39,No pobres,,740833,250000,,3,2,0,,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,202
Mujer,39,No pobres,,387239,320929,,3,1,0,2e+05,Pobres no extremos sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,158
Mujer,16,No pobres,,387239,33155,,3,1,0,2e+05,Pobres no extremos sin transferencia Covid,Asiste,11,Media humanista incompleta,Inactivos,Inactivos,,FONASA,158
Hombre,53,No pobres,,639583,383333,,2,2,0,250000,No pobres sin transferencia Covid,No asiste,17,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,177
Mujer,36,No pobres,4e+05,1638127,4e+05,140,7,2,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,259
Hombre,73,No pobres,,1638127,141374,,7,2,0,250000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Inactivos,Inactivos,,FONASA,259
Hombre,39,No pobres,7e+05,1638127,7e+05,160,7,2,0,250000,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,259
Mujer,70,No pobres,,1638127,146753,,7,2,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,259
Mujer,28,Pobres no extremos,,341295,91295,,4,1,0,250000,Pobres extremos sin transferencia Covid,No asiste,14,Técnico nivel superior incompleta,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,235
Mujer,59,No pobres,,853363,510245,,4,1,1,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,235
Hombre,26,No pobres,,853363,40000,,4,1,1,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,235
Mujer,56,No pobres,,387419,35833,,2,1,0,150000,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,204
Hombre,30,No pobres,,387419,,,2,1,0,150000,No pobres sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,204
Mujer,45,No pobres,370000,830000,630000,180,2,2,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,227
Hombre,16,No pobres,,1068489,,,8,3,0,4e+05,No pobres sin transferencia Covid,Asiste,11,Media técnica profesional incompleta,Inactivos,Inactivos,,FONASA,176
Mujer,42,No pobres,,1068489,429739,,8,3,0,4e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,176
Hombre,27,No pobres,320000,1068489,320000,160,8,3,0,4e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,176
Hombre,41,No pobres,,1068489,318750,,8,3,0,4e+05,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,Isapre,176
Mujer,23,No pobres,,1068489,,,8,3,0,4e+05,No pobres sin transferencia Covid,No asiste,9,Media humanista incompleta,Inactivos,Inactivos,,FONASA,176
Mujer,11,No pobres,,1068489,,,8,3,0,4e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,176
Mujer,57,No pobres,,288333,8333,,1,1,0,,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,260
Mujer,43,No pobres,440000,582167,582167,180,2,1,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,291
Mujer,11,No pobres,,582167,,,2,1,0,3e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,Ninguno (particular),291
Mujer,42,No pobres,4e+05,1774417,4e+05,160,6,3,0,4e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,53
Mujer,35,No pobres,,606667,2e+05,,5,2,0,220000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,193
Hombre,45,No pobres,,606667,406667,,5,2,0,220000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,193
Hombre,30,No pobres,420000,644492,481992,180,5,1,1,250000,Pobres no extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,282
Mujer,51,Pobres extremos,,133155,63155,,3,0,1,250000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,Ninguno (particular),181
Mujer,44,No pobres,1200000,2380000,1200000,160,3,2,0,380000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,149
Hombre,44,No pobres,8e+05,2380000,8e+05,160,3,2,0,380000,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,149
Mujer,49,No pobres,,1335834,1031667,,3,2,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,219
Hombre,32,No pobres,666000,1051833,684750,180,5,1,0,350000,No pobres sin transferencia Covid,No asiste,16,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,202
Mujer,8,No pobres,,564599,,,3,2,0,2e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,150
Hombre,42,No pobres,,564599,,,3,2,0,2e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,150
Mujer,36,No pobres,2e+05,564599,2e+05,80,3,2,0,2e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,150
Hombre,16,No pobres,,870834,,,4,2,0,250000,No pobres sin transferencia Covid,No asiste,9,Media humanista incompleta,Inactivos,Inactivos,,FONASA,150
Mujer,45,No pobres,,324604,289449,,2,1,0,1e+05,Pobres no extremos sin transferencia Covid,No asiste,13,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,Ninguno (particular),59
Mujer,32,No pobres,3e+05,703333,353333,160,2,1,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,104
Hombre,43,No pobres,,733980,233980,,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior incompleta,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,125
Hombre,30,No pobres,320000,459050,327500,180,3,1,1,250000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,25
Mujer,45,No pobres,,1278778,,,3,1,0,3e+05,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior incompleta,Inactivos,Inactivos,,FONASA,143
Mujer,74,No pobres,,346753,146753,,1,0,0,,No pobres sin transferencia Covid,No asiste,8,Media humanista incompleta,Inactivos,Inactivos,,FONASA,120
Mujer,43,No pobres,,2550093,,,4,2,0,350000,No pobres sin transferencia Covid,No asiste,,No sabe,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,35
Mujer,57,Pobres no extremos,,363155,163155,,4,0,1,2e+05,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,55
Mujer,41,No pobres,3e+05,1140000,3e+05,90,4,3,0,,No pobres sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),50
Hombre,39,No pobres,270000,1140000,270000,90,4,3,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,No sabe,50
Mujer,5,No pobres,,1140000,,,4,3,0,,No pobres sin transferencia Covid,No asiste,,Sin educación formal,,,,Ninguno (particular),50
Hombre,39,No pobres,3e+05,1140000,570000,180,4,3,0,,No pobres sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,No sabe,50
Mujer,28,Pobres extremos,,132500,12500,,3,0,0,190000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,41
Mujer,31,No pobres,,798489,279679,,4,2,0,170000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,34
Hombre,33,Pobres extremos,,206150,,,4,0,3,170000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,34
Hombre,60,Pobres extremos,,206150,,,4,0,3,170000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,34
Hombre,28,Pobres extremos,,206150,,,4,0,3,170000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,34
Hombre,40,No pobres,,497207,497207,,1,1,0,160000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,31
Mujer,40,Pobres no extremos,,350000,,,3,0,0,,Pobres no extremos sin transferencia Covid,Asiste,13,Técnico nivel superior incompleta,Inactivos,Inactivos,,FONASA,28
Mujer,22,No pobres,2e+05,616275,296275,192,3,2,0,350000,No pobres sin transferencia Covid,Asiste,14,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,25
Mujer,22,No pobres,,650000,,,3,1,0,290000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,60
Mujer,39,No pobres,,3212500,,,4,1,0,4e+05,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,Isapre,14
Mujer,58,No pobres,,920000,30000,,3,2,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,43
Mujer,26,No pobres,,660333,,,3,1,0,250000,No pobres sin transferencia Covid,Asiste,15,Profesional incompleto,Inactivos,Inactivos,,FONASA,43
Mujer,43,No pobres,580000,660333,580333,180,3,1,0,250000,No pobres sin transferencia Covid,No asiste,11,Media técnica profesional incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,43
Hombre,19,No pobres,,660333,80000,,3,1,0,250000,No pobres sin transferencia Covid,Asiste,14,Profesional incompleto,Inactivos,Inactivos,,FONASA,43
Mujer,17,No pobres,,2446095,,,7,2,0,320000,No pobres sin transferencia Covid,Asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,49
Mujer,6,No pobres,,2446095,,,7,2,0,320000,No pobres sin transferencia Covid,Asiste,,Sin educación formal,,,,FONASA,49
Mujer,42,No pobres,,2446095,,,7,2,0,320000,No pobres sin transferencia Covid,No asiste,13,Técnico nivel superior incompleta,Ocupados,"Ocupado, suspendido por LPE",Sí,FONASA,49
Mujer,47,No pobres,,2446095,2096667,,7,2,0,320000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,49
Mujer,4,No pobres,,2446095,,,7,2,0,320000,No pobres sin transferencia Covid,Asiste,,Sin educación formal,,,,FONASA,49
Mujer,62,No pobres,,1e+06,,,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,,No sabe,Inactivos,Inactivos,,FONASA,40
Hombre,43,No pobres,310000,1e+06,390000,196,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,40
Mujer,40,No pobres,310000,1e+06,610000,196,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,40
Hombre,11,No pobres,,1e+06,,,5,2,0,3e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,40
Hombre,46,Pobres extremos,,0,,,2,0,0,3e+05,Pobres extremos sin transferencia Covid,No asiste,16,Técnico nivel superior completo,Inactivos,Inactivos,,FONASA,29
Hombre,76,No pobres,,1152476,206000,,6,1,0,,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,32
Hombre,10,Pobres extremos,,195000,,,3,0,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,,Básica incompleta,,,,FONASA,48
Mujer,38,Pobres extremos,,195000,195000,,3,0,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,1,Básica incompleta,Inactivos,Inactivos,,FONASA,48
Hombre,9,Pobres extremos,,195000,,,3,0,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,,Básica incompleta,,,,FONASA,48
Mujer,24,No pobres,,590060,91905,,4,1,0,140000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,34
Hombre,30,No pobres,450000,590060,485000,180,4,1,0,140000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,34
Hombre,37,No pobres,,949893,417,,8,3,0,280000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,29
Mujer,13,No pobres,,949893,3535,,8,3,0,280000,No pobres sin transferencia Covid,Asiste,,Básica completa,,,,FONASA,29
Mujer,15,No pobres,,574318,8147,,5,3,0,170000,Pobres no extremos sin transferencia Covid,Asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,37
Hombre,72,No pobres,,574318,,,5,3,0,170000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,37
Mujer,14,No pobres,,574318,9176,,5,3,0,170000,Pobres no extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,37
Hombre,60,No pobres,,574318,250000,,5,3,0,170000,Pobres no extremos sin transferencia Covid,No asiste,6,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,37
Mujer,44,No pobres,,574318,306995,,5,3,0,170000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,37
Mujer,48,No pobres,,2156066,,,4,1,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,16
Mujer,40,No pobres,,1243066,,,4,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,42
Hombre,12,No pobres,,1243066,,,4,1,0,,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,42
Hombre,40,No pobres,,1243066,4167,,4,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,42
Mujer,42,No pobres,3e+05,1016989,317322,180,3,2,0,3e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,37
Mujer,48,No pobres,,436275,136275,,2,0,1,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,37
Hombre,22,No pobres,,2e+05,2e+05,,1,0,0,70000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,Ninguno (particular),22
Mujer,50,No pobres,,604167,354167,,3,1,0,,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,Ninguno (particular),83
Mujer,53,No pobres,1300000,2200000,1500000,180,4,1,0,7e+05,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, suspendido por LPE",No,Isapre,101
Mujer,71,No pobres,,2200000,,,4,1,0,7e+05,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Inactivos,Inactivos,,Isapre,101
Hombre,20,No pobres,,8e+05,,,6,2,0,,No pobres sin transferencia Covid,Asiste,15,Profesional incompleto,Inactivos,Inactivos,,Ninguno (particular),21
Hombre,40,No pobres,1e+05,8e+05,1e+05,90,6,2,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,21
Mujer,63,No pobres,,8e+05,,,6,2,0,,No pobres sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,Ninguno (particular),21
Mujer,39,No pobres,,601915,155541,,3,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,24
